customer_id,company,tenure_months,contract,monthly_charges,total_charges,mrr,payment_method,internet_service,tech_support,online_security,logins_last_30d,support_tickets_last_90d,features_used_pct,churned
CUST-0237,Prism Analytics,7,One year,44.19,288.09,58,Credit card,DSL,No internet,Yes,10,2,54.0,0
CUST-0238,Prism Analytics,1,One year,76.79,78.93,359,Credit card,DSL,No internet,Yes,12,0,69.0,0
CUST-0239,TechVibe,24,Month-to-month,51.19,1320.18,160,Credit card,Fiber optic,Yes,Yes,18,3,68.0,0
CUST-0240,BlueShift,4,Two year,80.82,317.43,209,Mailed check,DSL,No,No,16,3,54.0,0
CUST-0241,FusionHub,67,Two year,70.07,4384.39,220,Bank transfer,Fiber optic,No,No,26,3,66.0,0
CUST-0242,BlueShift,72,Two year,27.11,2052.09,95,Mailed check,DSL,No,Yes,14,3,67.0,0
CUST-0243,CloudNine,59,Month-to-month,103.69,6524.52,486,Mailed check,DSL,No,Yes,21,2,28.0,1
CUST-0244,Skyward Tech,11,Month-to-month,109.9,1300.92,188,Electronic check,Fiber optic,No,No,16,5,53.0,1
CUST-0245,BlueShift,1,Two year,49.68,50.74,108,Bank transfer,No,No,No internet,12,3,52.0,0
CUST-0246,Prism Analytics,63,One year,55.31,3735.92,271,Electronic check,Fiber optic,No,No,23,1,35.0,0
CUST-0247,ZenithOS,13,Month-to-month,72.15,847.05,179,Electronic check,Fiber optic,Yes,No internet,19,4,29.0,0
CUST-0248,Apex Digital,72,Month-to-month,73.36,4867.01,80,Credit card,DSL,No,No,15,2,54.0,1
CUST-0249,CoreStack,72,Month-to-month,81.46,5387.2,130,Electronic check,Fiber optic,No,Yes,22,2,34.0,1
CUST-0250,FusionHub,46,Two year,115.26,5527.4,127,Electronic check,DSL,No,No internet,17,0,52.0,0
CUST-0251,Quantum SaaS,8,One year,60.58,442.92,300,Electronic check,Fiber optic,Yes,No,15,1,61.0,1
CUST-0252,FusionHub,11,Month-to-month,45.04,495.08,95,Credit card,Fiber optic,No,No,15,2,22.0,0
CUST-0253,Streamline Co,45,Month-to-month,30.52,1365.9,143,Mailed check,No,Yes,No internet,16,1,50.0,0
CUST-0254,Streamline Co,9,One year,46.73,404.65,233,Mailed check,Fiber optic,No,Yes,16,3,45.0,0
CUST-0255,BlueShift,4,Two year,64.17,275.7,218,Credit card,DSL,No,Yes,11,5,65.0,1
CUST-0256,Vortex Cloud,19,Month-to-month,109.86,1949.76,124,Credit card,DSL,No,No,24,2,33.0,0
CUST-0257,BlueShift,66,One year,52.06,3334.57,69,Electronic check,No,Yes,Yes,14,2,74.0,0
CUST-0258,Apex Digital,28,Two year,70.59,2084.9,207,Bank transfer,Fiber optic,No,Yes,16,2,52.0,0
CUST-0259,Skyward Tech,20,Month-to-month,64.59,1170.48,170,Bank transfer,Fiber optic,No,Yes,14,1,70.0,1
CUST-0260,FusionHub,2,One year,94.71,195.97,324,Bank transfer,DSL,No,Yes,26,1,70.0,0
CUST-0261,BrightPath,22,Month-to-month,120.0,2807.06,331,Electronic check,DSL,No,No,13,3,49.0,0
CUST-0262,Pixel Labs,72,One year,51.73,4046.56,245,Credit card,DSL,No,Yes,11,4,21.0,0
CUST-0263,TechVibe,3,One year,52.76,170.19,166,Mailed check,No,No,No,15,2,25.0,0
CUST-0264,ZenithOS,17,One year,91.1,1492.76,344,Electronic check,Fiber optic,Yes,No,15,4,74.0,0
CUST-0265,FusionHub,50,One year,82.05,4173.36,376,Mailed check,No,Yes,No,11,2,31.0,0
CUST-0266,Vortex Cloud,32,Month-to-month,111.17,3256.69,176,Electronic check,DSL,No,Yes,19,3,59.0,0
CUST-0267,Quantum SaaS,28,Two year,79.6,2120.87,153,Electronic check,Fiber optic,No,No,13,2,75.0,0
CUST-0268,Skyward Tech,29,One year,56.02,1492.74,80,Bank transfer,Fiber optic,No,Yes,22,3,46.0,0
CUST-0269,Streamline Co,10,Month-to-month,79.77,768.21,124,Electronic check,DSL,Yes,No,8,2,45.0,0
CUST-0270,BrightPath,8,One year,92.72,797.42,283,Mailed check,No,Yes,No internet,14,3,62.0,1
CUST-0271,NetPulse,39,One year,85.51,3232.95,195,Mailed check,No,No,No,11,0,37.0,0
CUST-0272,Pixel Labs,39,Month-to-month,77.68,3067.02,209,Electronic check,No,Yes,No,26,2,82.0,0
CUST-0273,Catalyst AI,48,Two year,91.67,4341.53,452,Credit card,Fiber optic,No,No,15,2,25.0,0
CUST-0274,NovaTech,58,Two year,94.23,5420.43,153,Electronic check,DSL,Yes,No,16,3,78.0,0
CUST-0275,Quantum SaaS,17,Month-to-month,99.55,1851.29,315,Electronic check,DSL,No,No internet,10,2,22.0,0
CUST-0276,ZenithOS,16,Two year,81.22,1246.54,113,Electronic check,No,No internet,No internet,13,0,91.0,0
CUST-0277,Prism Analytics,38,Month-to-month,60.82,2370.01,138,Electronic check,DSL,Yes,No,16,1,37.0,0
CUST-0278,FusionHub,25,Month-to-month,68.67,1689.3,214,Electronic check,Fiber optic,No,No,18,4,60.0,1
CUST-0279,Prism Analytics,29,Month-to-month,95.16,2517.42,455,Bank transfer,Fiber optic,Yes,No internet,13,2,35.0,1
CUST-0280,Apex Digital,38,Two year,44.58,1690.43,114,Credit card,Fiber optic,No,No internet,12,2,34.0,0
CUST-0281,Acme Corp,52,One year,74.22,4101.31,93,Electronic check,No,No,No,11,1,67.0,0
CUST-0282,Prism Analytics,9,Month-to-month,55.17,456.68,141,Bank transfer,DSL,No,No,10,2,22.0,0
CUST-0283,Vortex Cloud,11,Month-to-month,65.72,660.69,104,Bank transfer,DSL,No,Yes,17,1,77.0,0
CUST-0284,TechVibe,2,One year,96.96,180.49,186,Credit card,DSL,No internet,No internet,14,2,63.0,0
CUST-0285,CloudNine,20,Month-to-month,69.78,1469.4,242,Mailed check,Fiber optic,Yes,Yes,16,1,60.0,0
CUST-0286,BlueShift,1,Two year,66.16,69.12,84,Electronic check,DSL,Yes,No,22,2,35.0,0
CUST-0287,DataFlow Inc,15,Two year,31.0,471.05,89,Electronic check,DSL,No internet,Yes,13,1,70.0,0
CUST-0288,Quantum SaaS,18,One year,83.66,1496.31,288,Bank transfer,No,No,Yes,18,3,13.0,1
CUST-0289,Apex Digital,8,Two year,81.14,699.53,218,Credit card,No,No internet,No,17,1,50.0,0
CUST-0290,TechVibe,21,Month-to-month,119.08,2634.07,128,Electronic check,DSL,No,No internet,15,2,42.0,1
CUST-0291,NovaTech,1,Two year,57.31,60.89,283,Mailed check,Fiber optic,No internet,Yes,11,1,5.0,0
CUST-0292,Skyward Tech,1,One year,70.48,74.9,174,Credit card,No,No,No,14,0,44.0,0
CUST-0293,Vortex Cloud,41,One year,71.23,3003.79,293,Credit card,DSL,No,Yes,14,1,57.0,0
CUST-0294,Apex Digital,10,Month-to-month,104.44,1035.63,240,Credit card,DSL,No internet,Yes,18,2,47.0,0
CUST-0295,Helix Software,3,Two year,62.62,201.56,182,Bank transfer,DSL,No,No,9,0,61.0,0
CUST-0296,NetPulse,17,Month-to-month,71.98,1327.92,184,Mailed check,Fiber optic,Yes,No,22,2,64.0,0
CUST-0297,CloudNine,35,Month-to-month,80.2,2539.66,190,Bank transfer,DSL,Yes,Yes,15,2,42.0,0
CUST-0298,BlueShift,5,Month-to-month,69.67,317.11,76,Bank transfer,No,Yes,No,13,0,35.0,0
CUST-0299,DataFlow Inc,23,One year,53.84,1351.93,131,Electronic check,Fiber optic,Yes,Yes,15,1,38.0,0
CUST-0300,Catalyst AI,2,One year,69.85,133.47,318,Mailed check,Fiber optic,No,No,10,2,72.0,0
CUST-0301,NovaTech,1,One year,91.84,98.7,345,Bank transfer,DSL,No,No internet,22,0,65.0,0
CUST-0302,BlueShift,18,Two year,39.34,692.37,62,Electronic check,Fiber optic,No,No internet,12,4,49.0,0
CUST-0303,Prism Analytics,18,Month-to-month,68.32,1136.08,230,Bank transfer,Fiber optic,No,No,9,4,51.0,0
CUST-0304,NetPulse,24,One year,47.5,1044.34,217,Bank transfer,Fiber optic,No,No,11,1,55.0,0
CUST-0305,NetPulse,31,Month-to-month,94.88,2739.22,361,Credit card,Fiber optic,Yes,No internet,15,2,57.0,0
CUST-0306,Streamline Co,72,Two year,26.92,1841.29,43,Electronic check,Fiber optic,Yes,Yes,9,3,62.0,0
CUST-0307,Quantum SaaS,17,Two year,51.03,865.52,228,Electronic check,No,Yes,No internet,15,4,72.0,1
CUST-0308,DataFlow Inc,9,One year,74.43,696.87,164,Bank transfer,No,No,No internet,19,3,43.0,0
CUST-0309,Catalyst AI,38,One year,104.14,4342.29,293,Electronic check,Fiber optic,Yes,Yes,19,1,38.0,1
CUST-0310,CoreStack,7,Month-to-month,63.36,438.33,197,Bank transfer,DSL,Yes,Yes,16,3,23.0,1
CUST-0311,CloudNine,13,Month-to-month,51.12,666.98,225,Bank transfer,DSL,No,No internet,14,1,65.0,1
CUST-0312,Helix Software,1,Two year,112.03,112.52,530,Electronic check,DSL,No internet,No,17,1,66.0,1
CUST-0313,ZenithOS,1,Month-to-month,28.8,29.03,136,Mailed check,Fiber optic,Yes,Yes,17,1,61.0,0
CUST-0314,Apex Digital,72,Month-to-month,20.0,1445.11,21,Mailed check,Fiber optic,No,Yes,21,3,44.0,1
CUST-0315,NovaTech,43,Month-to-month,76.0,2946.94,356,Mailed check,Fiber optic,No,No,8,0,41.0,1
CUST-0316,Apex Digital,28,Two year,52.45,1322.25,64,Credit card,No,No,No,15,3,35.0,1
CUST-0317,NovaTech,12,Month-to-month,39.47,435.53,81,Credit card,No,No internet,No,12,0,52.0,1
CUST-0318,Prism Analytics,4,Month-to-month,82.71,304.48,253,Bank transfer,No,Yes,No internet,9,2,68.0,1
CUST-0319,Quantum SaaS,4,One year,71.1,296.05,208,Bank transfer,DSL,Yes,Yes,13,0,53.0,0
CUST-0320,Prism Analytics,6,Two year,50.9,287.38,174,Mailed check,Fiber optic,No internet,No,12,0,41.0,0
CUST-0321,Catalyst AI,19,Month-to-month,32.99,676.29,96,Credit card,DSL,No,No,12,0,54.0,0
CUST-0322,BlueShift,30,Month-to-month,86.81,2827.54,411,Bank transfer,DSL,No,No,10,1,71.0,0
CUST-0323,Acme Corp,25,Month-to-month,81.26,2224.86,159,Bank transfer,DSL,No,Yes,16,1,64.0,1
CUST-0324,Catalyst AI,7,Month-to-month,62.52,476.07,131,Credit card,DSL,No,No internet,13,3,69.0,1
CUST-0325,CloudNine,72,Month-to-month,111.17,7639.07,521,Electronic check,Fiber optic,No internet,No internet,13,1,43.0,1
CUST-0326,CloudNine,32,One year,38.25,1226.39,50,Credit card,No,No internet,No,10,0,38.0,0
CUST-0327,NetPulse,19,One year,26.86,477.21,92,Electronic check,DSL,No,No,13,3,76.0,1
CUST-0328,Quantum SaaS,22,One year,47.7,1113.67,178,Electronic check,Fiber optic,Yes,Yes,12,2,62.0,0
CUST-0329,FusionHub,13,Month-to-month,63.86,894.67,193,Electronic check,Fiber optic,No internet,No,10,1,62.0,1
CUST-0330,ZenithOS,6,Two year,71.08,456.44,268,Credit card,DSL,Yes,No,17,1,82.0,0
CUST-0331,Acme Corp,10,Month-to-month,58.97,581.84,100,Credit card,Fiber optic,Yes,No,16,3,40.0,0
CUST-0332,DataFlow Inc,34,Two year,73.8,2639.01,325,Bank transfer,DSL,No internet,No internet,17,3,88.0,0
CUST-0333,Vortex Cloud,1,One year,33.71,31.0,53,Bank transfer,Fiber optic,Yes,No,20,1,16.0,0
CUST-0334,BrightPath,2,Month-to-month,101.09,183.59,263,Bank transfer,Fiber optic,Yes,No,17,2,71.0,0
CUST-0335,Prism Analytics,1,One year,62.95,66.14,82,Credit card,DSL,Yes,No,13,3,68.0,0
CUST-0336,Streamline Co,1,Month-to-month,92.93,91.54,296,Mailed check,DSL,No internet,Yes,15,2,66.0,0
CUST-0337,Helix Software,46,One year,73.57,3719.63,271,Mailed check,Fiber optic,No,No,19,1,72.0,0
CUST-0338,Streamline Co,29,Month-to-month,76.42,2037.67,364,Electronic check,No,No,No,17,2,71.0,1
CUST-0339,Pixel Labs,15,Month-to-month,79.24,1273.14,314,Bank transfer,DSL,Yes,No,16,1,52.0,0
CUST-0340,CoreStack,2,Two year,76.19,151.77,241,Bank transfer,Fiber optic,No,No,17,2,44.0,0
CUST-0341,Quantum SaaS,16,Month-to-month,81.07,1381.99,383,Mailed check,Fiber optic,No,No,19,4,20.0,1
CUST-0342,Quantum SaaS,15,Two year,98.23,1566.9,286,Electronic check,No,No,No,16,1,46.0,0
CUST-0343,Catalyst AI,4,Month-to-month,69.91,302.91,227,Credit card,No,No,No,13,0,10.0,0
CUST-0344,Vortex Cloud,13,One year,82.73,1032.01,280,Electronic check,Fiber optic,Yes,No,14,1,71.0,0
CUST-0345,Catalyst AI,12,One year,62.76,820.87,166,Bank transfer,Fiber optic,No internet,No internet,22,4,33.0,0
CUST-0346,ZenithOS,22,One year,101.0,2067.2,440,Credit card,No,No,Yes,9,2,64.0,0
CUST-0347,CoreStack,24,Month-to-month,48.09,1057.67,84,Mailed check,Fiber optic,No internet,Yes,17,0,53.0,0
CUST-0348,DataFlow Inc,1,Month-to-month,110.02,108.52,354,Electronic check,DSL,No,No,20,1,72.0,0
CUST-0349,NetPulse,11,Month-to-month,64.0,750.23,249,Bank transfer,DSL,No,Yes,9,0,18.0,1
CUST-0350,Catalyst AI,23,Month-to-month,29.23,668.72,135,Credit card,No,No,Yes,12,3,56.0,0
CUST-0351,ZenithOS,16,One year,68.2,1163.06,309,Mailed check,No,No,No,18,1,58.0,1
CUST-0352,CoreStack,46,Two year,47.97,2307.99,146,Credit card,DSL,No internet,No,19,2,39.0,0
CUST-0353,TechVibe,25,Two year,86.02,2025.53,307,Electronic check,Fiber optic,No,No,16,2,45.0,0
CUST-0354,BrightPath,4,One year,48.68,212.2,125,Mailed check,Fiber optic,Yes,No internet,13,3,60.0,0
CUST-0355,CoreStack,1,One year,53.85,49.12,155,Bank transfer,DSL,No,No,14,2,29.0,0
CUST-0356,ZenithOS,24,One year,20.0,518.23,93,Credit card,No,No,No internet,22,1,35.0,1
CUST-0357,BrightPath,1,Month-to-month,53.69,51.59,254,Electronic check,DSL,No,Yes,10,4,74.0,1
CUST-0358,ZenithOS,21,Two year,20.0,420.01,92,Credit card,DSL,Yes,No,23,2,53.0,0
CUST-0359,Apex Digital,67,One year,25.4,1675.37,39,Bank transfer,Fiber optic,No,No internet,11,2,37.0,0
CUST-0360,Helix Software,20,One year,84.01,1569.92,370,Mailed check,Fiber optic,No,No,16,1,85.0,0
CUST-0361,Skyward Tech,11,Month-to-month,84.65,904.73,406,Electronic check,DSL,No,No,17,4,49.0,0
CUST-0362,CloudNine,24,Month-to-month,75.64,1703.87,185,Credit card,Fiber optic,No,No,12,1,53.0,0
CUST-0363,Skyward Tech,14,Month-to-month,40.83,537.77,126,Electronic check,Fiber optic,No,Yes,13,3,82.0,0
CUST-0364,CloudNine,18,Two year,63.81,1076.69,263,Electronic check,DSL,Yes,No,19,2,16.0,0
CUST-0365,BlueShift,68,One year,64.91,4404.18,211,Electronic check,DSL,No,No,12,1,45.0,0
CUST-0366,Streamline Co,11,Month-to-month,36.04,420.06,179,Credit card,Fiber optic,Yes,No internet,10,1,79.0,1
CUST-0367,CloudNine,72,Two year,102.58,7487.64,290,Bank transfer,DSL,Yes,Yes,20,0,15.0,0
CUST-0368,Quantum SaaS,56,Month-to-month,86.93,5250.91,335,Bank transfer,No,No,No internet,17,1,24.0,0
CUST-0369,Quantum SaaS,5,Month-to-month,59.48,305.52,248,Electronic check,No,No internet,No internet,14,1,50.0,0
CUST-0370,DataFlow Inc,1,Month-to-month,65.67,68.16,195,Bank transfer,No,No,Yes,18,1,56.0,1
CUST-0371,Pixel Labs,2,One year,70.21,145.13,311,Bank transfer,DSL,No,No,13,3,36.0,0
CUST-0372,Skyward Tech,1,Two year,20.0,19.8,64,Credit card,No,No internet,No internet,15,2,66.0,0
CUST-0373,Quantum SaaS,2,Month-to-month,58.82,122.09,156,Credit card,Fiber optic,No internet,No internet,20,3,36.0,0
CUST-0374,TechVibe,27,Two year,47.95,1183.23,69,Electronic check,DSL,Yes,No,19,0,29.0,0
CUST-0375,DataFlow Inc,1,Month-to-month,39.96,42.84,103,Bank transfer,DSL,No internet,No,14,1,55.0,1
CUST-0376,CoreStack,9,Two year,57.97,550.72,228,Electronic check,DSL,No,No,15,1,41.0,0
CUST-0377,ZenithOS,44,One year,109.94,4590.88,515,Mailed check,Fiber optic,No,No,25,5,31.0,0
CUST-0378,Pixel Labs,1,Two year,81.02,85.36,163,Electronic check,Fiber optic,Yes,Yes,9,5,66.0,0
CUST-0379,Apex Digital,40,Month-to-month,50.72,1831.05,123,Electronic check,DSL,No,No,7,3,41.0,0
CUST-0380,Skyward Tech,7,Two year,79.31,523.77,128,Mailed check,Fiber optic,Yes,Yes,11,3,28.0,0
CUST-0381,NetPulse,3,One year,99.98,273.85,376,Bank transfer,DSL,Yes,Yes,14,2,37.0,1
CUST-0382,NetPulse,28,Month-to-month,88.12,2605.64,427,Electronic check,Fiber optic,No,No,18,2,52.0,1
CUST-0383,FusionHub,23,Two year,66.49,1607.53,237,Bank transfer,Fiber optic,No internet,No,13,2,18.0,0
CUST-0384,ZenithOS,50,Month-to-month,48.83,2594.65,169,Mailed check,No,No internet,No,18,0,58.0,0
CUST-0385,BrightPath,31,Two year,82.46,2302.93,265,Electronic check,No,No,No,15,2,51.0,0
CUST-0386,BrightPath,39,Month-to-month,74.84,2919.48,101,Bank transfer,Fiber optic,No internet,No,12,1,38.0,0
CUST-0387,Catalyst AI,7,One year,87.38,636.72,342,Electronic check,Fiber optic,No internet,Yes,15,2,65.0,1
CUST-0388,Catalyst AI,4,One year,80.88,301.22,276,Mailed check,Fiber optic,No,No,11,2,37.0,0
CUST-0389,DataFlow Inc,33,Month-to-month,91.24,3101.12,333,Bank transfer,No,Yes,No internet,17,4,59.0,1
CUST-0390,Acme Corp,39,Month-to-month,51.62,1845.73,237,Electronic check,DSL,No,No,22,4,43.0,0
CUST-0391,Catalyst AI,72,Month-to-month,97.93,6601.57,405,Electronic check,DSL,No internet,No,15,2,9.0,0
CUST-0392,ZenithOS,12,Month-to-month,69.94,835.22,288,Mailed check,DSL,No,No,21,2,76.0,0
CUST-0393,Catalyst AI,11,Month-to-month,116.88,1325.17,550,Credit card,Fiber optic,No,No internet,13,4,21.0,1
CUST-0394,TechVibe,35,One year,47.77,1553.53,237,Bank transfer,Fiber optic,No,Yes,21,2,76.0,0
CUST-0395,NetPulse,10,Month-to-month,108.4,1015.76,360,Bank transfer,No,No,No,10,4,76.0,0
CUST-0396,NovaTech,64,Month-to-month,69.95,4212.17,100,Bank transfer,DSL,No,No,21,0,55.0,0
CUST-0397,Vortex Cloud,46,One year,48.71,2123.56,138,Electronic check,Fiber optic,Yes,No,14,0,50.0,0
CUST-0398,Acme Corp,13,Month-to-month,52.9,650.09,220,Mailed check,No,No,Yes,16,2,35.0,0
CUST-0399,Catalyst AI,33,Two year,56.99,1841.23,63,Bank transfer,No,No internet,No,21,2,37.0,0
CUST-0400,Apex Digital,33,Two year,75.6,2571.53,93,Electronic check,Fiber optic,No internet,Yes,16,3,43.0,0
CUST-0401,Streamline Co,2,One year,78.07,154.2,99,Electronic check,Fiber optic,Yes,No,21,3,18.0,1
CUST-0402,NovaTech,55,One year,50.66,2940.09,199,Electronic check,DSL,No internet,No,24,4,64.0,0
CUST-0403,Streamline Co,16,Two year,64.39,1075.42,193,Mailed check,No,No,Yes,15,1,59.0,0
CUST-0404,Pixel Labs,42,Month-to-month,118.56,4607.58,294,Credit card,DSL,No,No internet,14,2,40.0,1
CUST-0405,TechVibe,9,Month-to-month,108.19,885.85,154,Electronic check,No,No,Yes,15,1,56.0,1
CUST-0406,Prism Analytics,54,Month-to-month,75.91,4408.99,298,Mailed check,Fiber optic,No internet,No internet,16,1,50.0,1
CUST-0407,Catalyst AI,11,One year,65.95,664.49,151,Electronic check,Fiber optic,No internet,No,20,5,59.0,1
CUST-0408,NovaTech,1,Month-to-month,68.0,63.22,140,Credit card,DSL,No,Yes,11,1,68.0,0
CUST-0409,Vortex Cloud,56,One year,80.34,4069.05,290,Electronic check,Fiber optic,No internet,Yes,18,3,72.0,0
CUST-0410,NovaTech,2,Two year,39.43,80.88,128,Mailed check,Fiber optic,Yes,No internet,18,1,34.0,0
CUST-0411,NovaTech,9,Two year,58.57,535.81,143,Bank transfer,DSL,No,Yes,13,0,63.0,0
CUST-0412,ZenithOS,71,One year,23.29,1814.62,83,Bank transfer,Fiber optic,No,Yes,11,1,48.0,0
CUST-0413,CoreStack,72,Month-to-month,74.98,5816.34,156,Mailed check,No,No,No,10,0,69.0,0
CUST-0414,Skyward Tech,20,Two year,81.18,1594.65,339,Electronic check,Fiber optic,Yes,No,14,1,28.0,0
CUST-0415,Skyward Tech,23,One year,52.92,1185.9,101,Mailed check,Fiber optic,No internet,No,22,3,24.0,0
CUST-0416,BlueShift,14,Month-to-month,104.35,1401.54,171,Electronic check,DSL,Yes,Yes,15,2,34.0,1
CUST-0417,TechVibe,8,Month-to-month,34.36,255.77,142,Electronic check,Fiber optic,Yes,Yes,19,1,66.0,0
CUST-0418,DataFlow Inc,9,Two year,28.39,237.02,109,Mailed check,DSL,No,Yes,13,3,34.0,1
CUST-0419,Vortex Cloud,26,One year,70.61,1700.84,122,Electronic check,Fiber optic,No,Yes,12,3,16.0,0
CUST-0420,Helix Software,33,Two year,91.18,2776.72,134,Electronic check,No,No internet,No,12,0,73.0,0
CUST-0421,Skyward Tech,37,Two year,107.1,3757.05,466,Bank transfer,Fiber optic,No,No,12,2,28.0,0
CUST-0422,ZenithOS,37,One year,53.53,1904.03,220,Credit card,DSL,Yes,Yes,20,1,63.0,0
CUST-0423,Acme Corp,2,One year,91.97,200.92,212,Bank transfer,Fiber optic,No internet,No,11,2,76.0,1
CUST-0424,Skyward Tech,16,Month-to-month,64.04,1040.72,233,Electronic check,Fiber optic,No,No,12,0,29.0,0
CUST-0425,CoreStack,1,Month-to-month,60.68,66.6,91,Electronic check,Fiber optic,Yes,No internet,14,3,56.0,0
CUST-0426,NovaTech,19,Month-to-month,87.09,1612.5,264,Credit card,No,No,No internet,16,2,53.0,0
CUST-0427,NovaTech,13,One year,81.31,1048.07,87,Electronic check,No,No,No internet,22,4,44.0,1
CUST-0428,BlueShift,52,One year,25.59,1283.99,66,Electronic check,Fiber optic,No,Yes,11,1,92.0,0
CUST-0429,Helix Software,10,Two year,101.91,954.47,132,Bank transfer,Fiber optic,No,Yes,16,4,68.0,0
CUST-0430,BlueShift,2,Month-to-month,99.5,184.8,289,Bank transfer,DSL,No internet,No,14,1,42.0,1
CUST-0431,Catalyst AI,3,One year,49.36,161.26,133,Bank transfer,DSL,No internet,Yes,17,1,83.0,0
CUST-0432,DataFlow Inc,34,One year,74.9,2794.54,208,Electronic check,Fiber optic,No,No,13,0,60.0,1
CUST-0433,ZenithOS,23,One year,77.35,1617.12,91,Electronic check,Fiber optic,Yes,No,14,4,57.0,0
CUST-0434,Pixel Labs,2,One year,71.52,133.04,175,Credit card,Fiber optic,No internet,No internet,23,4,9.0,0
CUST-0435,TechVibe,2,Month-to-month,51.24,100.91,206,Electronic check,Fiber optic,No,No internet,13,2,28.0,0
CUST-0436,NovaTech,28,One year,48.21,1265.2,119,Bank transfer,DSL,No,No,15,2,47.0,0
CUST-0437,Apex Digital,1,Month-to-month,64.36,62.61,248,Bank transfer,Fiber optic,No,No,17,2,39.0,0
CUST-0438,Pixel Labs,41,Month-to-month,94.32,3580.25,234,Bank transfer,DSL,No internet,No,16,2,29.0,0
CUST-0439,Skyward Tech,29,Month-to-month,78.59,2259.29,212,Electronic check,DSL,No,Yes,10,4,62.0,1
CUST-0440,CoreStack,2,One year,55.73,106.37,181,Electronic check,No,Yes,No,20,0,37.0,0
CUST-0441,Apex Digital,2,Two year,84.29,163.59,405,Bank transfer,DSL,No,Yes,18,4,84.0,0
CUST-0442,Catalyst AI,72,One year,20.0,1323.16,29,Credit card,Fiber optic,No internet,No,14,1,43.0,0
CUST-0443,Helix Software,11,One year,93.72,1016.1,106,Credit card,DSL,Yes,No,19,1,49.0,0
CUST-0444,Helix Software,11,One year,21.51,259.48,74,Electronic check,No,No internet,No,15,2,65.0,0
CUST-0445,BlueShift,40,One year,55.94,2161.0,268,Electronic check,Fiber optic,No,No,15,3,45.0,1
CUST-0446,BrightPath,70,Month-to-month,37.01,2785.74,184,Credit card,DSL,No,No,24,2,86.0,0
CUST-0447,Skyward Tech,72,Month-to-month,32.63,2510.62,96,Bank transfer,Fiber optic,Yes,No internet,12,7,47.0,0
CUST-0448,TechVibe,33,Month-to-month,94.02,3383.18,270,Credit card,Fiber optic,Yes,Yes,20,5,44.0,0
CUST-0449,Catalyst AI,11,Month-to-month,53.31,620.43,191,Electronic check,No,No internet,No,17,2,50.0,0
CUST-0450,Streamline Co,2,Month-to-month,73.66,152.02,237,Bank transfer,DSL,Yes,No,11,3,56.0,1
CUST-0451,FusionHub,36,Month-to-month,63.83,2461.76,226,Bank transfer,No,No,No,7,2,37.0,0
CUST-0452,BrightPath,19,Month-to-month,76.93,1337.62,346,Bank transfer,No,No,No internet,15,2,42.0,0
CUST-0453,BlueShift,13,Two year,66.92,863.49,267,Mailed check,No,Yes,Yes,18,2,54.0,1
CUST-0454,Skyward Tech,56,Month-to-month,32.93,2024.53,98,Electronic check,Fiber optic,Yes,No,11,2,32.0,0
CUST-0455,FusionHub,2,Month-to-month,89.91,189.52,256,Bank transfer,Fiber optic,No,No,22,2,77.0,1
CUST-0456,Prism Analytics,16,Month-to-month,52.66,920.43,187,Electronic check,Fiber optic,No internet,No internet,20,1,49.0,0
CUST-0457,Prism Analytics,1,One year,26.09,27.55,74,Mailed check,Fiber optic,No,Yes,14,0,31.0,0
CUST-0458,Catalyst AI,15,Month-to-month,54.3,875.57,154,Credit card,Fiber optic,No,No,10,5,36.0,0
CUST-0459,FusionHub,1,Month-to-month,102.52,106.75,109,Mailed check,Fiber optic,No,No,23,5,69.0,1
CUST-0460,DataFlow Inc,3,One year,86.26,272.26,146,Credit card,Fiber optic,No,Yes,12,1,34.0,0
CUST-0461,NovaTech,3,Month-to-month,56.28,169.62,166,Electronic check,Fiber optic,No,No,22,2,47.0,1
CUST-0462,CoreStack,25,Month-to-month,56.27,1526.11,241,Bank transfer,No,No internet,No,13,0,27.0,1
CUST-0463,CloudNine,32,Month-to-month,56.96,1941.21,120,Credit card,DSL,No,No,5,1,23.0,0
CUST-0464,BlueShift,21,Month-to-month,116.92,2624.19,361,Electronic check,No,No,No internet,19,2,40.0,1
CUST-0465,NetPulse,72,Month-to-month,74.55,5553.33,177,Electronic check,Fiber optic,Yes,No,13,0,23.0,0
CUST-0466,Prism Analytics,11,Month-to-month,75.75,800.68,108,Mailed check,No,No internet,No,15,2,74.0,0
CUST-0467,NovaTech,8,Two year,90.76,658.65,439,Electronic check,Fiber optic,Yes,No,12,4,26.0,0
CUST-0468,Pixel Labs,48,One year,70.97,3703.38,314,Bank transfer,Fiber optic,Yes,Yes,12,3,72.0,0
CUST-0469,ZenithOS,6,One year,58.52,357.17,77,Credit card,No,No,Yes,12,3,72.0,0
CUST-0470,BlueShift,72,Month-to-month,60.09,4151.81,233,Mailed check,DSL,No,No,15,5,27.0,1
CUST-0471,DataFlow Inc,1,Two year,63.21,58.77,151,Electronic check,No,No,No,12,3,30.0,0
CUST-0472,ZenithOS,72,Month-to-month,64.07,4917.06,319,Mailed check,Fiber optic,No,Yes,13,6,50.0,1
CUST-0473,BlueShift,1,Month-to-month,83.19,88.79,184,Bank transfer,Fiber optic,No,No,16,1,78.0,0
